,distance counterfactual target instance lev,dataset,model,vectorizer,method
39,5,polarity,Neural Network,_TfidfVectorizer,SEDC
40,5,polarity,Neural Network,_TfidfVectorizer,SEDC
41,3,polarity,Neural Network,_TfidfVectorizer,SEDC
42,3,polarity,Neural Network,_TfidfVectorizer,SEDC
43,9,polarity,Neural Network,_TfidfVectorizer,SEDC
44,7,polarity,Neural Network,_TfidfVectorizer,SEDC
45,3,polarity,Neural Network,_TfidfVectorizer,SEDC
46,3,polarity,Neural Network,_TfidfVectorizer,SEDC
47,3,polarity,Neural Network,_TfidfVectorizer,SEDC
48,5,polarity,Neural Network,_TfidfVectorizer,SEDC
49,8,polarity,Neural Network,_TfidfVectorizer,SEDC
50,7,polarity,Neural Network,_TfidfVectorizer,SEDC
51,4,polarity,Neural Network,_TfidfVectorizer,SEDC
52,3,polarity,Neural Network,_TfidfVectorizer,SEDC
53,5,polarity,Neural Network,_TfidfVectorizer,SEDC
54,5,polarity,Neural Network,_TfidfVectorizer,SEDC
55,15,polarity,Neural Network,_TfidfVectorizer,SEDC
56,3,polarity,Neural Network,_TfidfVectorizer,SEDC
57,3,polarity,Neural Network,_TfidfVectorizer,SEDC
58,3,polarity,Neural Network,_TfidfVectorizer,SEDC
59,3,polarity,Neural Network,_TfidfVectorizer,SEDC
60,7,polarity,Neural Network,_TfidfVectorizer,SEDC
61,13,polarity,Neural Network,_TfidfVectorizer,SEDC
62,6,polarity,Neural Network,_TfidfVectorizer,SEDC
63,11,polarity,Neural Network,_TfidfVectorizer,SEDC
64,3,polarity,Neural Network,_TfidfVectorizer,SEDC
65,18,polarity,Neural Network,_TfidfVectorizer,SEDC
66,7,polarity,Neural Network,_TfidfVectorizer,SEDC
67,7,polarity,Neural Network,_TfidfVectorizer,SEDC
68,3,polarity,Neural Network,_TfidfVectorizer,SEDC
69,5,polarity,Neural Network,_TfidfVectorizer,SEDC
70,7,polarity,Neural Network,_TfidfVectorizer,SEDC
71,10,polarity,Neural Network,_TfidfVectorizer,SEDC
72,5,polarity,Neural Network,_TfidfVectorizer,SEDC
73,5,polarity,Neural Network,_TfidfVectorizer,SEDC
74,6,polarity,Neural Network,_TfidfVectorizer,SEDC
75,3,polarity,Neural Network,_TfidfVectorizer,SEDC
76,8,polarity,Neural Network,_TfidfVectorizer,SEDC
77,7,polarity,Neural Network,_TfidfVectorizer,SEDC
78,5,polarity,Neural Network,_TfidfVectorizer,SEDC
79,5,polarity,Neural Network,_TfidfVectorizer,SEDC
80,3,polarity,Neural Network,_TfidfVectorizer,SEDC
81,6,polarity,Neural Network,_TfidfVectorizer,SEDC
82,4,polarity,Neural Network,_TfidfVectorizer,SEDC
83,7,polarity,Neural Network,_TfidfVectorizer,SEDC
84,8,polarity,Neural Network,_TfidfVectorizer,SEDC
85,7,polarity,Neural Network,_TfidfVectorizer,SEDC
86,5,polarity,Neural Network,_TfidfVectorizer,SEDC
87,3,polarity,Neural Network,_TfidfVectorizer,SEDC
88,12,polarity,Neural Network,_TfidfVectorizer,SEDC
89,6,polarity,Neural Network,_TfidfVectorizer,SEDC
90,3,polarity,Neural Network,_TfidfVectorizer,SEDC
91,4,polarity,Neural Network,_TfidfVectorizer,SEDC
92,4,polarity,Neural Network,_TfidfVectorizer,SEDC
93,3,polarity,Neural Network,_TfidfVectorizer,SEDC
94,14,polarity,Neural Network,_TfidfVectorizer,SEDC
95,18,polarity,Neural Network,_TfidfVectorizer,SEDC
96,3,polarity,Neural Network,_TfidfVectorizer,SEDC
97,11,polarity,Neural Network,_TfidfVectorizer,SEDC
98,6,polarity,Neural Network,_TfidfVectorizer,SEDC
99,5,polarity,Neural Network,_TfidfVectorizer,SEDC
0,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
1,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
2,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
3,8,polarity,Neural Network,_TfidfVectorizer,Growing Net
4,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
5,8,polarity,Neural Network,_TfidfVectorizer,Growing Net
6,3,polarity,Neural Network,_TfidfVectorizer,Growing Net
7,6,polarity,Neural Network,_TfidfVectorizer,Growing Net
8,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
9,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
10,12,polarity,Neural Network,_TfidfVectorizer,Growing Net
11,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
12,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
13,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
14,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
15,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
16,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
17,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
18,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
19,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
20,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
21,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
22,3,polarity,Neural Network,_TfidfVectorizer,Growing Net
23,13,polarity,Neural Network,_TfidfVectorizer,Growing Net
24,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
25,8,polarity,Neural Network,_TfidfVectorizer,Growing Net
26,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
27,13,polarity,Neural Network,_TfidfVectorizer,Growing Net
28,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
29,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
30,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
31,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
32,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
33,6,polarity,Neural Network,_TfidfVectorizer,Growing Net
34,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
35,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
36,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
37,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
38,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
39,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
40,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
41,17,polarity,Neural Network,_TfidfVectorizer,Growing Net
42,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
43,3,polarity,Neural Network,_TfidfVectorizer,Growing Net
44,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
45,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
46,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
47,9,polarity,Neural Network,_TfidfVectorizer,Growing Net
48,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
49,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
50,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
51,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
52,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
53,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
54,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
55,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
56,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
57,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
58,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
59,10,polarity,Neural Network,_TfidfVectorizer,Growing Net
60,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
61,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
62,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
63,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
64,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
65,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
66,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
67,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
68,11,polarity,Neural Network,_TfidfVectorizer,Growing Net
69,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
70,9,polarity,Neural Network,_TfidfVectorizer,Growing Net
71,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
72,6,polarity,Neural Network,_TfidfVectorizer,Growing Net
73,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
74,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
75,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
76,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
77,9,polarity,Neural Network,_TfidfVectorizer,Growing Net
78,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
79,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
80,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
81,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
82,8,polarity,Neural Network,_TfidfVectorizer,Growing Net
83,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
84,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
85,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
86,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
87,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
88,3,polarity,Neural Network,_TfidfVectorizer,Growing Net
89,4,polarity,Neural Network,_TfidfVectorizer,Growing Net
90,6,polarity,Neural Network,_TfidfVectorizer,Growing Net
91,5,polarity,Neural Network,_TfidfVectorizer,Growing Net
92,3,polarity,Neural Network,_TfidfVectorizer,Growing Net
93,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
94,7,polarity,Neural Network,_TfidfVectorizer,Growing Net
95,3,polarity,Neural Network,_TfidfVectorizer,Growing Net
96,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
97,1,polarity,Neural Network,_TfidfVectorizer,Growing Net
98,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
99,2,polarity,Neural Network,_TfidfVectorizer,Growing Net
0,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
1,3,polarity,Neural Network,_TfidfVectorizer,Growing Language
2,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
3,10,polarity,Neural Network,_TfidfVectorizer,Growing Language
4,10,polarity,Neural Network,_TfidfVectorizer,Growing Language
5,10,polarity,Neural Network,_TfidfVectorizer,Growing Language
6,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
7,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
8,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
9,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
10,15,polarity,Neural Network,_TfidfVectorizer,Growing Language
11,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
12,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
13,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
14,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
15,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
16,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
17,3,polarity,Neural Network,_TfidfVectorizer,Growing Language
18,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
19,7,polarity,Neural Network,_TfidfVectorizer,Growing Language
20,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
21,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
22,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
23,15,polarity,Neural Network,_TfidfVectorizer,Growing Language
24,3,polarity,Neural Network,_TfidfVectorizer,Growing Language
25,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
26,7,polarity,Neural Network,_TfidfVectorizer,Growing Language
27,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
28,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
29,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
30,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
31,7,polarity,Neural Network,_TfidfVectorizer,Growing Language
32,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
33,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
34,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
35,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
36,11,polarity,Neural Network,_TfidfVectorizer,Growing Language
37,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
38,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
39,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
40,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
41,17,polarity,Neural Network,_TfidfVectorizer,Growing Language
42,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
43,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
44,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
45,3,polarity,Neural Network,_TfidfVectorizer,Growing Language
46,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
47,10,polarity,Neural Network,_TfidfVectorizer,Growing Language
48,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
49,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
50,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
51,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
52,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
53,7,polarity,Neural Network,_TfidfVectorizer,Growing Language
54,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
55,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
56,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
57,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
58,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
59,1,polarity,Neural Network,_TfidfVectorizer,Growing Language
60,9,polarity,Neural Network,_TfidfVectorizer,Growing Language
61,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
62,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
63,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
64,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
65,9,polarity,Neural Network,_TfidfVectorizer,Growing Language
66,3,polarity,Neural Network,_TfidfVectorizer,Growing Language
67,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
68,7,polarity,Neural Network,_TfidfVectorizer,Growing Language
69,1,polarity,Neural Network,_TfidfVectorizer,Growing Language
70,11,polarity,Neural Network,_TfidfVectorizer,Growing Language
71,10,polarity,Neural Network,_TfidfVectorizer,Growing Language
72,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
73,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
74,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
75,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
76,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
77,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
78,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
79,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
80,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
81,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
82,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
83,3,polarity,Neural Network,_TfidfVectorizer,Growing Language
84,5,polarity,Neural Network,_TfidfVectorizer,Growing Language
85,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
86,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
87,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
88,10,polarity,Neural Network,_TfidfVectorizer,Growing Language
89,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
90,8,polarity,Neural Network,_TfidfVectorizer,Growing Language
91,4,polarity,Neural Network,_TfidfVectorizer,Growing Language
92,6,polarity,Neural Network,_TfidfVectorizer,Growing Language
93,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
94,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
95,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
96,14,polarity,Neural Network,_TfidfVectorizer,Growing Language
97,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
98,7,polarity,Neural Network,_TfidfVectorizer,Growing Language
99,2,polarity,Neural Network,_TfidfVectorizer,Growing Language
0,2,polarity,Neural Network,_TfidfVectorizer,Polyjuice
1,23,polarity,Neural Network,_TfidfVectorizer,Polyjuice
2,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
3,12,polarity,Neural Network,_TfidfVectorizer,Polyjuice
4,12,polarity,Neural Network,_TfidfVectorizer,Polyjuice
5,3,polarity,Neural Network,_TfidfVectorizer,Polyjuice
6,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
7,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
8,12,polarity,Neural Network,_TfidfVectorizer,Polyjuice
9,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
10,26,polarity,Neural Network,_TfidfVectorizer,Polyjuice
11,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
12,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
13,22,polarity,Neural Network,_TfidfVectorizer,Polyjuice
14,4,polarity,Neural Network,_TfidfVectorizer,Polyjuice
15,9,polarity,Neural Network,_TfidfVectorizer,Polyjuice
16,5,polarity,Neural Network,_TfidfVectorizer,Polyjuice
17,2,polarity,Neural Network,_TfidfVectorizer,Polyjuice
18,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
19,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
20,20,polarity,Neural Network,_TfidfVectorizer,Polyjuice
21,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
22,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
23,4,polarity,Neural Network,_TfidfVectorizer,Polyjuice
24,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
25,5,polarity,Neural Network,_TfidfVectorizer,Polyjuice
26,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
27,4,polarity,Neural Network,_TfidfVectorizer,Polyjuice
28,24,polarity,Neural Network,_TfidfVectorizer,Polyjuice
29,4,polarity,Neural Network,_TfidfVectorizer,Polyjuice
30,13,polarity,Neural Network,_TfidfVectorizer,Polyjuice
31,14,polarity,Neural Network,_TfidfVectorizer,Polyjuice
32,3,polarity,Neural Network,_TfidfVectorizer,Polyjuice
33,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
34,7,polarity,Neural Network,_TfidfVectorizer,Polyjuice
35,23,polarity,Neural Network,_TfidfVectorizer,Polyjuice
36,3,polarity,Neural Network,_TfidfVectorizer,Polyjuice
37,15,polarity,Neural Network,_TfidfVectorizer,Polyjuice
38,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
39,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
40,23,polarity,Neural Network,_TfidfVectorizer,Polyjuice
41,4,polarity,Neural Network,_TfidfVectorizer,Polyjuice
42,1,polarity,Neural Network,_TfidfVectorizer,Polyjuice
43,2,polarity,Neural Network,_TfidfVectorizer,Polyjuice
